Warehouse,Part_No,Total_Demand,Avg_Demand,Std_Demand,CV,Non_Zero_Months,Intermittency_Rate,Demand_Class
1110,IE317218,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1110,IE317220,9.0,0.13,0.64,4.79,5,0.93,Intermittent
1110,IE317230,5.0,0.07,0.61,8.12,1,0.99,Intermittent
1110,IE317277,2.0,0.03,0.24,8.12,1,0.99,Intermittent
1110,IE317350,12.0,0.18,0.62,3.47,7,0.9,Slow Moving
1110,IE317374,43.0,0.64,1.65,2.56,12,0.82,Slow Moving
1110,IE317386,531.0,7.93,6.09,0.77,64,0.04,Fast Moving
1110,IE317387,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE317408,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE317409,16.0,0.24,0.87,3.62,8,0.88,Slow Moving
1110,IE317416,26.0,0.39,0.62,1.6,21,0.69,Slow Moving
1110,IE317423,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE317428,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE317429,113.0,1.69,1.48,0.88,52,0.22,Fast Moving
1110,IE317430,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE317431,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE317465,28.0,0.42,0.65,1.56,22,0.67,Slow Moving
1110,IE317495,21.0,0.31,1.16,3.71,8,0.88,Slow Moving
1110,IE317552,471.0,7.03,6.2,0.88,65,0.03,Fast Moving
1110,IE317553,569.0,8.49,7.03,0.83,66,0.01,Fast Moving
1110,IE317568,19.0,0.28,0.59,2.09,14,0.79,Slow Moving
1110,IE317570,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE317608,11.0,0.16,0.78,4.78,4,0.94,Intermittent
1110,IE317624,266.0,3.97,5.19,1.31,53,0.21,Fast Moving
1110,IE317637,31.0,0.46,1.15,2.49,12,0.82,Slow Moving
1110,IE317660,96.0,1.43,3.67,2.56,43,0.36,Fast Moving
1110,IE317661,81.0,1.21,1.15,0.95,47,0.3,Fast Moving
1110,IE317662,22.0,0.33,1.32,4.02,10,0.85,Slow Moving
1110,IE317663,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE317665,47.0,0.7,1.21,1.72,25,0.63,Fast Moving
1110,IE317666,73.0,1.09,2.3,2.11,28,0.58,Fast Moving
1110,IE317667,8.0,0.12,0.32,2.72,8,0.88,Slow Moving
1110,IE317668,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1110,IE317670,7.0,0.1,0.35,3.36,6,0.91,Slow Moving
1110,IE317671,18.0,0.27,0.64,2.37,13,0.81,Slow Moving
1110,IE317673,9.0,0.13,0.45,3.38,7,0.9,Slow Moving
1110,IE317674,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE317675,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE317679,9.0,0.13,0.34,2.54,9,0.87,Slow Moving
1110,IE317680,21.0,0.31,0.58,1.85,18,0.73,Slow Moving
1110,IE317724,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE317839,29.0,0.43,0.74,1.7,21,0.69,Slow Moving
1110,IE317849,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE317938,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE317964,264.0,3.94,4.47,1.13,61,0.09,Fast Moving
1110,IE317965,296.0,4.42,4.83,1.09,61,0.09,Fast Moving
1110,IE317974,37.0,0.55,2.2,3.99,12,0.82,Slow Moving
1110,IE317984,12.0,0.18,0.49,2.72,9,0.87,Slow Moving
1110,IE318014,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE318016,9.0,0.13,0.38,2.85,8,0.88,Slow Moving
1110,IE318017,20.0,0.3,0.6,2.01,15,0.78,Slow Moving
1110,IE318085,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1110,IE318088,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE318090,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE318091,6.0,0.09,0.33,3.73,5,0.93,Intermittent
1110,IE318135,14.0,0.21,0.47,2.27,12,0.82,Slow Moving
1110,IE318139,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE318208,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE318232,179.0,2.67,2.37,0.89,60,0.1,Fast Moving
1110,IE318238,244.0,3.64,5.56,1.53,41,0.39,Fast Moving
1110,IE318303,91.0,1.36,1.29,0.95,48,0.28,Fast Moving
1110,IE318361,609.0,9.09,4.29,0.47,67,0.0,Fast Moving
1110,IE318398,101.0,1.51,1.29,0.85,50,0.25,Fast Moving
1110,IE318444,9.0,0.13,0.38,2.85,8,0.88,Slow Moving
1110,IE318593,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1110,IE318608,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE318633,243.0,3.63,3.94,1.09,58,0.13,Fast Moving
1110,IE318634,16.0,0.24,0.46,1.93,15,0.78,Slow Moving
1110,IE318635,16.0,0.24,0.58,2.41,12,0.82,Slow Moving
1110,IE318637,4130.0,61.64,50.97,0.83,67,0.0,Fast Moving
1110,IE318649,52.0,0.78,1.79,2.3,25,0.63,Fast Moving
1110,IE318679,210.0,3.13,2.36,0.75,59,0.12,Fast Moving
1110,IE318704,8.0,0.12,0.37,3.08,7,0.9,Slow Moving
1110,IE318731,17.0,0.25,0.47,1.85,16,0.76,Slow Moving
1110,IE318733,5.0,0.07,0.26,3.52,5,0.93,Intermittent
1110,IE318794,11.0,0.16,0.37,2.26,11,0.84,Slow Moving
1110,IE318831,8.0,0.12,0.32,2.72,8,0.88,Slow Moving
1110,IE318842,23.0,0.34,0.61,1.78,19,0.72,Slow Moving
1110,IE318911,16.0,0.24,0.55,2.3,13,0.81,Slow Moving
1110,IE318917,30.0,0.45,0.78,1.74,21,0.69,Slow Moving
1110,IE318922,43.0,0.64,0.73,1.13,35,0.48,Fast Moving
1110,IE318932,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE318934,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE318956,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE319025,6.0,0.09,0.41,4.62,4,0.94,Intermittent
1110,IE319035,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE319072,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1110,IE319073,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1110,IE319074,989.0,14.76,7.42,0.5,67,0.0,Fast Moving
1110,IE319080,62.0,0.93,1.49,1.61,32,0.52,Fast Moving
1110,IE319138,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1110,IE319163,9.0,0.13,0.77,5.74,2,0.97,Intermittent
1110,IE319164,161.0,2.4,4.9,2.04,22,0.67,Slow Moving
1110,IE319165,6160.0,91.94,66.01,0.72,67,0.0,Fast Moving
1110,IE319208,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE319209,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE319247,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE319257,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1110,IE319258,6.0,0.09,0.33,3.73,5,0.93,Intermittent
1110,IE319282,262.0,3.91,8.36,2.14,56,0.16,Fast Moving
1110,IE319284,99.0,1.48,2.41,1.63,32,0.52,Fast Moving
1110,IE319294,297.0,4.43,4.92,1.11,61,0.09,Fast Moving
1110,IE319295,47.0,0.7,1.12,1.6,26,0.61,Fast Moving
1110,IE319302,14.0,0.21,0.53,2.55,10,0.85,Slow Moving
1110,IE319304,40.0,0.6,2.02,3.38,9,0.87,Slow Moving
1110,IE319305,109.0,1.63,4.45,2.74,14,0.79,Slow Moving
1110,IE319323,117.0,1.75,2.94,1.68,37,0.45,Fast Moving
1110,IE319330,42.0,0.63,0.75,1.2,31,0.54,Fast Moving
1110,IE319331,7.0,0.1,0.31,2.93,7,0.9,Slow Moving
1110,IE319349,295.0,4.4,8.67,1.97,38,0.43,Fast Moving
1110,IE319362,322.0,4.81,3.22,0.67,65,0.03,Fast Moving
1110,IE319364,545.0,8.13,4.84,0.6,67,0.0,Fast Moving
1110,IE319391,1656.0,24.72,24.57,0.99,67,0.0,Fast Moving
1110,IE319413,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE319465,90.0,1.34,1.63,1.22,43,0.36,Fast Moving
1110,IE319473,10.0,0.15,0.36,2.39,10,0.85,Slow Moving
1110,IE319487,146.0,2.18,2.81,1.29,56,0.16,Fast Moving
1110,IE319530,27.0,0.4,0.57,1.43,24,0.64,Fast Moving
1110,IE319532,6.0,0.09,0.29,3.19,6,0.91,Slow Moving
1110,IE319590,10.0,0.15,0.43,2.89,8,0.88,Slow Moving
1110,IE319782,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE319791,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE319845,71.0,1.06,1.03,0.98,46,0.31,Fast Moving
1110,IE319885,392.0,5.85,6.45,1.1,66,0.01,Fast Moving
1110,IE319889,10.0,0.15,0.58,3.88,6,0.91,Slow Moving
1110,IE319897,25.0,0.37,0.71,1.9,17,0.75,Slow Moving
1110,IE319907,12.0,0.18,0.49,2.72,9,0.87,Slow Moving
1110,IE319914,24.0,0.36,0.59,1.65,21,0.69,Slow Moving
1110,IE319923,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE319925,43.0,0.64,0.79,1.22,32,0.52,Fast Moving
1110,IE319981,1124.0,16.78,8.24,0.49,67,0.0,Fast Moving
1110,IE319982,455.0,6.79,5.57,0.82,66,0.01,Fast Moving
1110,IE319985,64.0,0.96,1.15,1.21,38,0.43,Fast Moving
1110,IE320010,335.0,5.0,4.1,0.82,66,0.01,Fast Moving
1110,IE320011,75.0,1.12,1.25,1.12,42,0.37,Fast Moving
1110,IE320021,38.0,0.57,0.78,1.37,29,0.57,Fast Moving
1110,IE320041,1205.0,17.99,16.23,0.9,66,0.01,Fast Moving
1110,IE320112,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1110,IE320139,780.0,11.64,6.4,0.55,67,0.0,Fast Moving
1110,IE320140,11.0,0.16,0.51,3.09,8,0.88,Slow Moving
1110,IE320156,44.0,0.66,1.02,1.55,30,0.55,Fast Moving
1110,IE320172,229.0,3.42,2.89,0.84,59,0.12,Fast Moving
1110,IE320173,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE320183,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1110,IE320218,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1110,IE320223,122.0,1.82,1.66,0.91,52,0.22,Fast Moving
1110,IE320228,8.0,0.12,0.44,3.7,6,0.91,Slow Moving
1110,IE320281,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1110,IE320640,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1110,IE320642,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE320647,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE320701,75.0,1.12,1.82,1.63,31,0.54,Fast Moving
1110,IE320706,204.0,3.04,2.61,0.86,54,0.19,Fast Moving
1110,IE320708,177.0,2.64,2.36,0.89,59,0.12,Fast Moving
1110,IE320868,14.0,0.21,0.68,3.26,7,0.9,Slow Moving
1110,IE320872,204.0,3.04,1.9,0.62,63,0.06,Fast Moving
1110,IE321124,17.0,0.25,0.53,2.08,14,0.79,Slow Moving
1110,IE321153,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE321182,37.0,0.55,0.93,1.69,24,0.64,Fast Moving
1110,IE321413,102.0,1.52,1.52,1.0,45,0.33,Fast Moving
1110,IE321414,28.0,0.42,2.17,5.2,5,0.93,Intermittent
1110,IE321420,171.0,2.55,3.15,1.24,59,0.12,Fast Moving
1110,IE321540,64.0,0.96,1.03,1.08,41,0.39,Fast Moving
1110,IE321541,22.0,0.33,0.53,1.61,20,0.7,Slow Moving
1110,IE321542,121.0,1.81,1.46,0.81,55,0.18,Fast Moving
1110,IE321545,45.0,0.67,0.87,1.3,32,0.52,Fast Moving
1110,IE321546,41.0,0.61,0.96,1.57,26,0.61,Fast Moving
1110,IE321547,24.0,0.36,0.77,2.14,18,0.73,Slow Moving
1110,IE321599,82.0,1.22,1.14,0.93,43,0.36,Fast Moving
1110,IE321615,7.0,0.1,0.35,3.36,6,0.91,Slow Moving
1110,IE321625,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE321650,6299.0,94.01,57.18,0.61,67,0.0,Fast Moving
1110,IE321695,345.0,5.15,8.63,1.68,63,0.06,Fast Moving
1110,IE321705,59.0,0.88,0.94,1.07,42,0.37,Fast Moving
1110,IE321706,114.0,1.7,1.95,1.14,50,0.25,Fast Moving
1110,IE321719,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE321805,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE321843,20.0,0.3,0.67,2.24,15,0.78,Slow Moving
1110,IE321872,58722.0,876.45,728.58,0.83,66,0.01,Fast Moving
1110,IE321985,213.0,3.18,3.34,1.05,53,0.21,Fast Moving
1110,IE322062,26980.0,402.69,166.66,0.41,67,0.0,Fast Moving
1110,IE322103,46.0,0.69,0.9,1.31,29,0.57,Fast Moving
1110,IE322106,37.0,0.55,0.83,1.51,25,0.63,Fast Moving
1110,IE322269,1273.0,19.0,13.78,0.73,65,0.03,Fast Moving
1110,IE322316,726.0,10.84,13.83,1.28,51,0.24,Fast Moving
1110,IE322411,2984.0,44.54,21.6,0.49,67,0.0,Fast Moving
1110,IE322478,6508.0,97.13,77.56,0.8,67,0.0,Fast Moving
1110,IE322479,19830.0,295.97,145.12,0.49,67,0.0,Fast Moving
1110,IE322480,20335.0,303.51,313.96,1.03,67,0.0,Fast Moving
1110,IE322481,8384.0,125.13,122.82,0.98,67,0.0,Fast Moving
1110,IE322482,8517.0,127.12,82.12,0.65,66,0.01,Fast Moving
1110,IE322483,2278.0,34.0,25.06,0.74,67,0.0,Fast Moving
1110,IE322484,1461.0,21.81,23.0,1.05,64,0.04,Fast Moving
1110,IE322485,1917.0,28.61,28.4,0.99,66,0.01,Fast Moving
1110,IE322809,649.0,9.69,19.89,2.05,37,0.45,Fast Moving
1110,IE324218,381.0,5.69,5.18,0.91,65,0.03,Fast Moving
1110,IE324241,47.0,0.7,1.22,1.74,22,0.67,Slow Moving
1110,IE324242,33.0,0.49,1.07,2.17,16,0.76,Slow Moving
1110,IE325469,1638.0,24.45,34.05,1.39,67,0.0,Fast Moving
1110,IE800007,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE800036,270.0,4.03,5.18,1.29,47,0.3,Fast Moving
1110,IE800040,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE800041,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1110,IE800046,18.0,0.27,1.39,5.17,3,0.96,Intermittent
1110,IE800049,7.0,0.1,0.65,6.22,2,0.97,Intermittent
1110,IE800050,64.0,0.96,6.15,6.44,4,0.94,Intermittent
1110,IE800069,104.0,1.55,3.54,2.28,36,0.46,Fast Moving
1110,IE800070,312.0,4.66,9.26,1.99,38,0.43,Fast Moving
1110,IE800077,798.0,11.91,20.9,1.75,52,0.22,Fast Moving
1110,IE800079,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE800080,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE800109,5.0,0.07,0.26,3.52,5,0.93,Intermittent
1110,IE800111,5.0,0.07,0.36,4.81,3,0.96,Intermittent
1110,IE800127,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1110,IE800132,6.0,0.09,0.51,5.7,2,0.97,Intermittent
1110,IE800173,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1110,IE800369,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE800383,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE800469,50.0,0.75,1.26,1.69,23,0.66,Slow Moving
1110,IE800473,53.0,0.79,1.36,1.71,23,0.66,Slow Moving
1110,IE800525,705.0,10.52,7.92,0.75,64,0.04,Fast Moving
1110,IE800526,619.0,9.24,7.6,0.82,65,0.03,Fast Moving
1110,IE800539,7.0,0.1,0.43,4.1,5,0.93,Intermittent
1110,IE800540,15.0,0.22,0.57,2.54,11,0.84,Slow Moving
1110,IE800653,145.0,2.16,2.25,1.04,49,0.27,Fast Moving
1110,IE890079,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE890092,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1110,IE890100,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE890114,25.0,0.37,0.97,2.61,11,0.84,Slow Moving
1110,IE890137,72.0,1.07,1.67,1.55,30,0.55,Fast Moving
1110,IE890140,11.0,0.16,0.66,4.02,5,0.93,Intermittent
1110,IE890143,6.0,0.09,0.41,4.62,4,0.94,Intermittent
1110,IE890146,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IE890158,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1110,IE890177,240.0,3.58,5.79,1.62,30,0.55,Fast Moving
1110,IE890183,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1110,IE890188,2170.0,32.39,86.27,2.66,32,0.52,Fast Moving
1110,IE890189,3110.0,46.42,96.38,2.08,28,0.58,Fast Moving
1110,IE890190,1520.0,22.69,39.95,1.76,28,0.58,Fast Moving
1110,IE890191,3362.0,50.18,121.74,2.43,49,0.27,Fast Moving
1110,IE890203,380.0,5.67,10.74,1.89,41,0.39,Fast Moving
1110,IE890204,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1110,IE890209,112.0,1.67,4.8,2.87,17,0.75,Slow Moving
1110,IE890222,30.0,0.45,1.64,3.67,7,0.9,Slow Moving
1110,IE890223,14.0,0.21,0.74,3.56,6,0.91,Slow Moving
1110,IE890232,206.0,3.07,17.41,5.66,6,0.91,Slow Moving
1110,IE890243,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1110,IE890262,19.0,0.28,1.51,5.34,5,0.93,Intermittent
1110,IF000111,1135.0,16.94,24.77,1.46,43,0.36,Fast Moving
1110,IF000112,211.0,3.15,8.78,2.79,35,0.48,Fast Moving
1110,IF000114,2912.0,43.46,28.18,0.65,67,0.0,Fast Moving
1110,IF000124,3152.0,47.04,48.86,1.04,64,0.04,Fast Moving
1110,IF000133,1486.0,22.18,12.73,0.57,67,0.0,Fast Moving
1110,IF000137,117.0,1.75,4.13,2.37,11,0.84,Slow Moving
1110,IF000138,2370.0,35.37,46.14,1.3,50,0.25,Fast Moving
1110,IF000146,3248.0,48.48,28.78,0.59,67,0.0,Fast Moving
1110,IF000147,5394.0,80.51,41.15,0.51,67,0.0,Fast Moving
1110,IF000148,5773.0,86.16,63.17,0.73,67,0.0,Fast Moving
1110,IF000151,2875.0,42.91,159.04,3.71,5,0.93,Intermittent
1110,IF000165,494.0,7.37,7.78,1.06,49,0.27,Fast Moving
1110,IF000186,1623.0,24.22,16.76,0.69,66,0.01,Fast Moving
1110,IF000187,553.0,8.25,5.92,0.72,64,0.04,Fast Moving
1110,IF000206,1968.0,29.37,36.43,1.24,42,0.37,Fast Moving
1110,IF000208,1193.0,17.81,18.44,1.04,56,0.16,Fast Moving
1110,IF000224,2201.0,32.85,50.99,1.55,58,0.13,Fast Moving
1110,IF000225,2486.0,37.1,28.27,0.76,66,0.01,Fast Moving
1110,IF000226,3887.0,58.01,44.7,0.77,67,0.0,Fast Moving
1110,IF000239,412.0,6.15,12.18,1.98,30,0.55,Fast Moving
1110,IF000252,1153.0,17.21,19.72,1.15,56,0.16,Fast Moving
1110,IF000253,15559.0,232.22,183.06,0.79,67,0.0,Fast Moving
1110,IF000255,5.0,0.07,0.31,4.21,4,0.94,Intermittent
1110,IF000266,9040.0,134.93,104.62,0.78,67,0.0,Fast Moving
1110,IF000269,1451.0,21.66,65.08,3.01,34,0.49,Fast Moving
1110,IF000270,2146.0,32.03,52.4,1.64,53,0.21,Fast Moving
1110,IF000282,627.0,9.36,12.26,1.31,43,0.36,Fast Moving
1110,IF000289,585.0,8.73,15.22,1.74,36,0.46,Fast Moving
1110,IF000294,2040.0,30.45,37.43,1.23,65,0.03,Fast Moving
1110,IF000295,3105.0,46.34,55.37,1.19,61,0.09,Fast Moving
1110,IF000313,1650.0,24.63,36.48,1.48,51,0.24,Fast Moving
1110,IF000326,1606.0,23.97,26.67,1.11,65,0.03,Fast Moving
1110,IF000327,205.0,3.06,6.38,2.08,19,0.72,Slow Moving
1110,IF000330,2022.0,30.18,29.97,0.99,62,0.07,Fast Moving
1110,IF000331,2412.0,36.0,29.46,0.82,65,0.03,Fast Moving
1110,IF000334,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1110,IF000338,261.0,3.9,10.05,2.58,27,0.6,Fast Moving
1110,IF000342,320.0,4.78,8.35,1.75,20,0.7,Slow Moving
1110,IF000350,1227.0,18.31,19.17,1.05,58,0.13,Fast Moving
1110,IF000365,1888.0,28.18,29.4,1.04,58,0.13,Fast Moving
1110,IF000367,3066.0,45.76,62.45,1.36,59,0.12,Fast Moving
1110,IF000371,19386.0,289.34,173.19,0.6,67,0.0,Fast Moving
1110,IF000379,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IF000384,1712.0,25.55,28.05,1.1,55,0.18,Fast Moving
1110,IF000400,203.0,3.03,10.57,3.49,11,0.84,Slow Moving
1110,IF000408,5425.0,80.97,88.39,1.09,63,0.06,Fast Moving
1110,IF000409,932.0,13.91,29.55,2.12,36,0.46,Fast Moving
1110,IF000414,1537.0,22.94,25.81,1.13,59,0.12,Fast Moving
1110,IF000416,608.0,9.07,13.45,1.48,41,0.39,Fast Moving
1110,IF000417,746.0,11.13,24.91,2.24,33,0.51,Fast Moving
1110,IF000418,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IF000421,564.0,8.42,12.45,1.48,34,0.49,Fast Moving
1110,IF000427,19749.0,294.76,185.99,0.63,67,0.0,Fast Moving
1110,IF000462,164.0,2.45,2.43,0.99,51,0.24,Fast Moving
1110,IF000466,101380.0,1513.13,563.02,0.37,67,0.0,Fast Moving
1110,IF000469-N,1968.0,29.37,43.34,1.48,46,0.31,Fast Moving
1110,IF000470,67.0,1.0,2.25,2.25,15,0.78,Slow Moving
1110,IF000473,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IF000476,1742.0,26.0,71.83,2.76,32,0.52,Fast Moving
1110,IF000480,100.0,1.49,5.46,3.66,7,0.9,Slow Moving
1110,IF000493,246.0,3.67,8.28,2.25,33,0.51,Fast Moving
1110,IF000499-N,11235.0,167.69,165.0,0.98,67,0.0,Fast Moving
1110,IF000501,5024.0,74.99,43.35,0.58,67,0.0,Fast Moving
1110,IF000502,4230.0,63.13,39.31,0.62,67,0.0,Fast Moving
1110,IF000504,73878.0,1102.66,503.67,0.46,67,0.0,Fast Moving
1110,IF000505-N,302.0,4.51,11.16,2.48,14,0.79,Slow Moving
1110,IF000518,298.0,4.45,6.93,1.56,49,0.27,Fast Moving
1110,IF000525,1422.0,21.22,16.21,0.76,63,0.06,Fast Moving
1110,IF000528,85.0,1.27,1.82,1.43,30,0.55,Fast Moving
1110,IF000529,349.0,5.21,9.14,1.75,43,0.36,Fast Moving
1110,IF000530,308.0,4.6,5.8,1.26,50,0.25,Fast Moving
1110,IF000534-N,114.0,1.7,5.94,3.49,19,0.72,Slow Moving
1110,IF000536,678.0,10.12,11.4,1.13,55,0.18,Fast Moving
1110,IF000547,10.0,0.15,1.21,8.12,1,0.99,Intermittent
1110,IF000548,1075.0,16.04,49.35,3.08,42,0.37,Fast Moving
1110,IF000563,6.0,0.09,0.73,8.12,1,0.99,Intermittent
1110,IF000590,1745.0,26.04,27.43,1.05,62,0.07,Fast Moving
1110,IF000606,871.0,13.0,9.06,0.7,67,0.0,Fast Moving
1110,IF000656,200.0,2.99,9.31,3.12,7,0.9,Slow Moving
1110,IF000682,60.0,0.9,2.58,2.88,8,0.88,Slow Moving
1110,IF000694,3183.0,47.51,38.11,0.8,67,0.0,Fast Moving
1110,IF000720,300.0,4.48,10.83,2.42,12,0.82,Slow Moving
1110,IF000744,7.0,0.1,0.31,2.93,7,0.9,Slow Moving
1110,IF000748,516.0,7.7,9.8,1.27,54,0.19,Fast Moving
1110,IF000786,869.0,12.97,13.49,1.04,65,0.03,Fast Moving
1110,IF000787,955.0,14.25,15.26,1.07,67,0.0,Fast Moving
1110,IF000788,3564.0,53.19,44.34,0.83,66,0.01,Fast Moving
1110,IF000789,4999.0,74.61,57.63,0.77,67,0.0,Fast Moving
1110,IF000790,1663.0,24.82,26.56,1.07,67,0.0,Fast Moving
1110,IF000802,1700.0,25.37,24.4,0.96,55,0.18,Fast Moving
1110,IF000841,68.0,1.01,3.23,3.18,11,0.84,Slow Moving
1110,IF000863,1384.0,20.66,16.66,0.81,67,0.0,Fast Moving
1110,IF000864,956.0,14.27,11.5,0.81,67,0.0,Fast Moving
1110,IF000878,169.0,2.52,3.3,1.31,37,0.45,Fast Moving
1110,IF000900,71.0,1.06,1.91,1.8,26,0.61,Fast Moving
1110,IF000901,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IF000907,300.0,4.48,9.87,2.2,25,0.63,Fast Moving
1110,IF000913,380.0,5.67,8.22,1.45,38,0.43,Fast Moving
1110,IF000919,45.0,0.67,2.12,3.15,8,0.88,Slow Moving
1110,IF000924,1158.0,17.28,23.2,1.34,44,0.34,Fast Moving
1110,IF000928,94.0,1.4,6.17,4.4,8,0.88,Slow Moving
1110,IF000930,24.0,0.36,1.38,3.85,6,0.91,Slow Moving
1110,IF000934,220.0,3.28,7.41,2.26,14,0.79,Slow Moving
1110,IF000935,208.0,3.1,7.65,2.47,18,0.73,Slow Moving
1110,IF000937,6774.0,101.1,94.58,0.94,65,0.03,Fast Moving
1110,IF000938,135.0,2.01,6.7,3.33,10,0.85,Slow Moving
1110,IF000939,118.0,1.76,6.78,3.85,10,0.85,Slow Moving
1110,IF000943,81.0,1.21,3.66,3.03,10,0.85,Slow Moving
1110,IF000965,15.0,0.22,0.48,2.16,13,0.81,Slow Moving
1110,IF001059,387.0,5.78,4.59,0.8,59,0.12,Fast Moving
1110,IF001306,10.0,0.15,0.47,3.12,7,0.9,Slow Moving
1110,IF001463,714.0,10.66,7.68,0.72,67,0.0,Fast Moving
1110,IF050011,34.0,0.51,0.95,1.88,18,0.73,Slow Moving
1110,IF300002,311.0,4.64,8.48,1.83,20,0.7,Slow Moving
1110,IF300007,621.0,9.27,12.65,1.36,42,0.37,Fast Moving
1110,IF300011,692.0,10.33,26.86,2.6,29,0.57,Fast Moving
1110,IF300078,824.0,12.3,13.27,1.08,51,0.24,Fast Moving
1110,IF300087,136.0,2.03,7.46,3.67,8,0.88,Slow Moving
1110,IF300088,576.0,8.6,22.59,2.63,36,0.46,Fast Moving
1110,IF300089,615.0,9.18,11.66,1.27,52,0.22,Fast Moving
1110,IF300100,330.0,4.93,8.6,1.75,31,0.54,Fast Moving
1110,IF300101,4928.0,73.55,82.14,1.12,65,0.03,Fast Moving
1110,IF300102,10210.0,152.39,125.33,0.82,67,0.0,Fast Moving
1110,IF300104,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1110,IF300137,361.0,5.39,8.95,1.66,38,0.43,Fast Moving
1110,IF300142,243.0,3.63,8.11,2.24,25,0.63,Fast Moving
1110,IF300144,60.0,0.9,3.34,3.73,5,0.93,Intermittent
1110,IF300148,500.0,7.46,10.97,1.47,29,0.57,Fast Moving
